ID,Category,Content,Penalty,Difficulty
1787,GROUP_TRUTH,"Lý do: Ai đang để tay lên bàn? Vì chiếm diện tích quá. Bỏ tay xuống hoặc uống.","Hội để tay lên bàn uống 1 ly",Position
1788,ITEM,"[SỰ KIỆN] Gắp Thăm May Mắn: Bạn nhắm mắt, xoay 3 vòng rồi chỉ tay loạn xạ. Trúng ai người đó uống. Trúng không khí thì bạn uống.","Tùy ngón tay chỉ",Luck
1789,ITEM,"[SỰ KIỆN] Bom Hẹn Giờ: Đếm số 1-2-3... theo vòng tròn. Ai đếm trúng số ngày sinh của bạn (VD bạn sinh ngày 15, ai đếm 15) thì người đó nổ banh xác.","Người trùng ngày sinh uống 2 ly",Luck
1790,GROUP_TRUTH,"Lý do: Ai có tóc mái che trán? Vì che giấu sự thông minh.","Hội tóc mái uống 1 ly",Fashion
1791,ITEM,"[SỰ KIỆN] Cơn Mưa Ngang Qua: Bạn cầm thìa gõ vào bát/cốc. Gõ bao nhiêu tiếng thì người ngồi cách bạn bấy nhiêu ô (về bên phải) phải uống.","Người bị chỉ định uống",Math
1792,ITEM,"[SỰ KIỆN] Đảo Chính: Tất cả những người chưa bị phạt ly nào từ đầu cuộc chơi đến giờ phải uống 1 ly 'khai vị'.","Hội bất tử uống 1 ly",Fair
1793,GROUP_TRUTH,"Lý do: Ai đang dùng ốp lưng điện thoại màu đen? Vì cuộc đời u ám quá.","Team ốp đen uống 1 ly",Object
1794,ITEM,"[SỰ KIỆN] Kính Lão Đắc Thọ: 3 người lớn tuổi nhất bàn uống 1 ly chúc sức khỏe các em.","Hội người cao tuổi uống 1 ly",Age
1795,ITEM,"[SỰ KIỆN] Tre Già Măng Mọc: 3 người trẻ tuổi nhất bàn uống 1 ly để mau lớn.","Hội nhi đồng uống 1 ly",Age
1796,GROUP_TRUTH,"Lý do: Ai không đeo đồng hồ? Vì không biết quý trọng thời gian.","Hội không đồng hồ uống 1 ly",Object
1797,ITEM,"[SỰ KIỆN] Vòng Tròn Olympic: 5 người ngồi liên tiếp nhau (bắt đầu từ bạn) uống giao bôi dây chuyền (móc tay vào nhau).","5 người uống 1 ly",Teamwork
1798,ITEM,"[SỰ KIỆN] Sàng Lọc Tự Nhiên: Ai đang cầm điện thoại trên tay thì uống. Ai không cầm thì thoát.","Hội nghiện điện thoại uống 1 ly",Action
1799,ITEM,"[SỰ KIỆN] Đổi Vị Trí: Người ngồi vị trí số 1 (bạn) uống. Người ngồi vị trí số 2 uống. Người ngồi vị trí số 4 uống. Người ngồi vị trí số 8 uống (Cấp số nhân).","1-2-4-8 uống 1 ly",Math
1800,GROUP_TRUTH,"Lý do: Ai đang đi giày thể thao (Sneaker)? Vì đi nhậu mà đi giày kín quá bí chân.","Team Sneaker uống 1 ly",Fashion
1801,ITEM,"[SỰ KIỆN] Chọn Lọc Ngẫu Nhiên: Bạn tung 1 đồng xu (hoặc nắp chai). Sấp: Những người bên TRÁI bạn uống. Ngửa: Những người bên PHẢI bạn uống.","Một nửa bàn uống",Luck
1802,ITEM,"[SỰ KIỆN] Cô Lập Kẻ Thù: Bạn ghét ai nhất bàn? Chỉ tay vào người đó. Hai người ngồi cạnh người đó (bảo kê) phải uống thay.","2 vệ sĩ uống 1 ly",Tactical
1803,GROUP_TRUTH,"Lý do: Ai có tên lót là 'Thị' hoặc 'Văn'? Tên phổ thông quá, uống phạt.","Team Thị/Văn uống 1 ly",Name
1804,ITEM,"[SỰ KIỆN] Đồng Hồ Cát: Bắt đầu từ bạn, mọi người lần lượt uống. Người sau phải uống nhiều hơn người trước một chút (nhấp môi -> nửa ly -> cạn ly).","Uống tăng dần theo vòng",Flow
1805,ITEM,"[SỰ KIỆN] Thử Thách Tình Bạn: Bạn chọn 1 người. Người đó chọn 1 người khác. Người thứ 3 chọn người thứ 4... Dây chuyền 5 người. Người cuối cùng bị chọn phải uống.","Người thứ 5 uống 1 ly",Chain
1806,GROUP_TRUTH,"Lý do: Ai đang mặc áo có cổ (sơ mi, polo)? Vì lịch sự quá mức quy định.","Team áo có cổ uống 1 ly",Fashion
1807,ITEM,"[SỰ KIỆN] Cặp Đôi Hoàn Hảo: Người ngồi đối diện bạn và người ngồi đối diện của người bên cạnh bạn uống. (Hai cặp đối đỉnh).","2 cặp đối diện uống",Position
1808,ITEM,"[SỰ KIỆN] Xả Kho: Ai còn bia trong ly thì uống hết. Ai ly rỗng thì rót đầy rồi... để đó (không uống).","Người còn bia uống cạn",Clean
1809,GROUP_TRUTH,"Lý do: Ai có tóc rẽ ngôi giữa (bổ luống)? Vì nhìn 'quyển vở' quá.","Team Đan Trường uống 1 ly",Hair
1810,ITEM,"[SỰ KIỆN] Vòng Quay Mặt Trời: Quay chai bia. Chai dừng lại. Người bị chai chỉ và 2 người bên cạnh họ phải đứng lên xoay 1 vòng rồi uống.","3 người uống 1 ly",Fun
1811,ITEM,"[SỰ KIỆN] Luật Nhân Quả: Ai đã từng chỉ định bạn uống trong ván này? Tất cả những người đó phải uống lại 1 ly tạ lỗi.","Những kẻ từng hại bạn uống",Karma
1812,GROUP_TRUTH,"Lý do: Ai dùng điện thoại iPhone đời cũ (có nút Home)? Vì hoài cổ.","Team nút Home uống 1 ly",Tech
1813,ITEM,"[SỰ KIỆN] Cơn Lốc Màu Da Cam: Ai mặc áo màu cam, đỏ, vàng (tông nóng) phải uống. Tông lạnh (xanh, đen, trắng) cổ vũ.","Team màu nóng uống 1 ly",Color
1814,ITEM,"[SỰ KIỆN] Sóng Thần: Bắt đầu từ bạn. Bạn uống. Người bên trái uống. Người bên phải uống. Người đối diện uống. (Hình chữ Thập).","4 người hình chữ thập uống",Position
1815,GROUP_TRUTH,"Lý do: Ai đi tất (vớ) lệch màu hoặc rách? Tự thú đi.","Hội cái bang uống 1 ly",Bựa
1816,ITEM,"[SỰ KIỆN] Vì Sao Đưa Anh Tới: Bạn chỉ lên trời. Ai nhìn theo tay bạn thì người đó uống. Ai không nhìn thì thoát.","Kẻ tò mò uống 1 ly",Trick
1817,ITEM,"[SỰ KIỆN] Chia Rẽ Nội Bộ: Những cặp đôi (người yêu) đang ngồi cạnh nhau phải tách ra ngồi xa nhau. Nếu không tách, uống mỗi người 2 ly.","Cặp đôi uống hoặc tách",Love
1818,GROUP_TRUTH,"Lý do: Ai có hình xăm ở vị trí kín đáo (không lộ ra ngoài)? Tự giác uống.","Hội mực ngầm uống 1 ly",Body
1819,ITEM,"[SỰ KIỆN] Bốc Thăm May Rủi: Viết tên mọi người ra giấy. Bốc 1 tên. Người đó uống 1 ly. Bốc tên mình thì mình uống 2 ly.","Xổ số uống 1 ly",Luck
1820,ITEM,"[SỰ KIỆN] Đại Tiệc: Tất cả mọi người cùng đứng dậy, cụng ly hô 'Một Hai Ba Zô' và uống 50% ly để tăng tình đoàn kết.","Cả làng uống 50%",Party
1621,DARE,"Hãy ôm người ngồi bên phải một cái thật chặt trong 10 giây và nói 'Cảm ơn mày vì đã làm bạn với tao'.","Ngại không làm uống 1 ly",Bonding
1622,TRUTH,"Kể tên một tính cách mà bạn ngưỡng mộ nhất ở người ngồi đối diện.","Không nói uống 1 ly",Deep
1623,PARTNER,"Chọn 1 người. Hai bạn hãy nhìn thẳng vào mắt nhau trong 1 phút và không nói gì (Soul Gazing). Cảm nhận sự kết nối.","Cười đùa uống 1 ly",Deep
1624,VOTE,"Ai là người luôn lắng nghe và đưa ra lời khuyên tốt nhất trong nhóm? Chỉ tay trân trọng.","Người được chọn được mời 1 ly",Love
1625,GROUP_TRUTH,"Ai đã từng được một người trong bàn này giúp đỡ khi gặp khó khăn (tiền bạc, tình cảm...)? Hãy nâng ly cảm ơn họ.","Uống 1 ly tri ân",Bonding
1626,ITEM,"[GIỮ LẠI] Thẻ 'Bảo Vệ': Dùng thẻ này để uống hộ một người bạn khi họ đã quá say hoặc không thể uống nổi nữa.","Uống hộ 100%",Bonding
1627,SECRET,"[ĐỌC THẦM] Hãy tìm cách khen ngợi trang phục hoặc kiểu tóc của một người mà bạn ít nói chuyện nhất trong bàn.","Thất bại tự uống 1 ly",Social
1628,BUDDY,"Chọn Đồng Minh 'Tri Kỷ': Chọn người bạn thân nhất bàn. Trong 1 vòng tới, hai bạn được quyền miễn uống 1 lần nếu người kia đồng ý uống thay.","Từ chối uống thay thì cả 2 uống",Bonding
1629,SKILL,"Cả bàn cùng xếp tháp tay (chồng tay lên nhau) ở giữa bàn và hô vang khẩu hiệu của nhóm (hoặc 1, 2, 3 Dô!).","Không làm uống 1 ly",Teamwork
1630,CURSE,"Lời nguyền 'Khen Ngợi': Trong 1 vòng tới, trước khi uống phải khen người rót rượu (hoặc người ngồi cạnh) một câu thật lòng.","Quên khen uống 1 ly",Fun
1631,DARE,"Mở điện thoại, tìm bức ảnh chụp chung đông đủ nhất của nhóm và đăng lên Story với caption 'Mãi bên nhau bạn nhé'.","Không làm uống 2 ly",Memory
1632,TRUTH,"Khoảnh khắc nào bên cạnh những người này khiến bạn cảm thấy hạnh phúc/vui vẻ nhất?","Không kể uống 1 ly",Deep
1633,MINI-GAME,"Trò chơi 'Hiểu ý đồng đội': Bạn và người bạn thân nhất cùng nói đồng thanh 1 từ khi Chủ xị đưa ra từ khóa (VD: Màu sắc -> Đỏ).","Lệch nhau uống 1 ly",Bonding
1634,VOTE,"Ai là người 'trưởng thành' và chín chắn nhất, luôn lo lắng cho mọi người? Chỉ tay tôn vinh.","Anh cả/Chị cả uống 1 ly",Respect
1635,BRAIN,"Mỗi người nói 1 từ để tạo thành một câu có ý nghĩa khen ngợi tình bạn của cả nhóm. (VD: Chúng - Ta - Là - Anh - Em...).","Làm hỏng câu uống 1 ly",Teamwork
1636,ITEM,"[GIỮ LẠI] Thẻ 'Hòa Giải': Dùng thẻ này để yêu cầu 2 người đang có xích mích (hoặc vừa phạt nhau) phải bắt tay/ôm nhau làm hòa.","Không làm hòa uống 2 ly",Peace
1637,SECRET,"[ĐỌC THẦM] Hãy gắp thức ăn cho người ngồi bên trái và nói 'Ăn đi cho mau lớn'. Nếu họ ăn, nhiệm vụ hoàn thành.","Người được gắp từ chối thì bạn uống",Care
1638,DARE,"Massage vai cho người ngồi bên trái trong 2 phút để họ thư giãn.","Từ chối phục vụ uống 1 ly",Service
1639,TRUTH,"Bạn có bí mật nào muốn thú nhận với nhóm để nhẹ lòng không? (Sẽ được tha thứ và không bị phán xét).","Không nói uống 2 ly",Deep
1640,PARTNER,"Chọn 1 người. Hai bạn hãy kể ra 1 điểm chung thú vị giữa hai người mà ít ai biết.","Không tìm ra uống 1 ly",Bonding
1641,CURSE,"Lời nguyền 'Cấm Điện Thoại Tuyệt Đối': Tất cả cất điện thoại đi. Dành 5 phút chỉ để nói chuyện và nhìn mặt nhau.","Cầm điện thoại uống 2 ly",Deep
1642,GROUP_TRUTH,"Ai cảm thấy may mắn vì đã gặp được những người bạn trong bàn này? Tự giác nâng ly chúc mừng.","Hội tình cảm uống 1 ly",Love
1643,DARE,"Gọi video cho bố mẹ của một người bạn trong bàn (được sự cho phép) và khen con của họ ngoan.","Ngại không làm uống 2 ly",Wholesome
1644,MINI-GAME,"Trò chơi 'Niềm Tin': Một người đứng quay lưng và ngã ra sau. Người còn lại phải đỡ. (Làm cẩn thận).","Không đỡ uống 2 ly",Trust
1645,VOTE,"Ai là người có nụ cười 'chữa lành' nhất bàn? Chỉ tay để họ cười một cái.","Thánh thiện uống 1 ly",Love
1646,ITEM,"[GIỮ LẠI] Thẻ 'Chia Sẻ Nỗi Buồn': Khi bạn phải uống, bạn có quyền mời một người khác uống cùng để chia sẻ (mỗi người 1 nửa).","Người kia uống cùng",Bonding
1647,SECRET,"[ĐỌC THẦM] Hãy nâng ly và nói một lời chúc sức khỏe thật tâm đến cả bàn. Mọi người sẽ cùng uống với bạn.","Mọi người cùng uống",Cheers
1648,TRUTH,"Ấn tượng đầu tiên của bạn về người ngồi đối diện là gì? Và bây giờ ấn tượng đó thay đổi thế nào?","Không nói uống 1 ly",Deep
1649,DARE,"Tự thú nhận một tật xấu của bản thân và hứa sẽ cố gắng sửa đổi.","Không làm uống 1 ly",Self-reflection
1650,PARTNER,"Chọn 1 người. Hai bạn khoác vai nhau và cùng hát một đoạn điệp khúc bài 'Tình bạn diệu kỳ' (hoặc bài về tình bạn).","Không thuộc uống 1 ly",Music
1651,CURSE,"Lời nguyền 'Tay Trong Tay': Trong 1 vòng tới, mọi người phải nắm tay người bên cạnh (tạo vòng tròn) mỗi khi không cầm ly.","Buông tay uống 1 ly",Bonding
1652,MINI-GAME,"Trò chơi 'Khen Vòng Tròn': Bắt đầu từ bạn, lần lượt khen người bên phải 1 câu. Ai ngập ngừng hoặc khen giả trân thì uống.","Khen dở uống 1 ly",Love
1653,VOTE,"Ai là người bạn muốn đi du lịch cùng nhất trong nhóm này? Chỉ tay.","Người được chọn uống 1 ly",Fun
1654,BRAIN,"Kể tên 5 kỷ niệm vui mà nhóm đã từng trải qua cùng nhau. (Cả nhóm cùng nhắc).","Quên kỷ niệm uống 1 ly",Memory
1655,SKILL,"Cả bàn cùng làm động tác 'Cụng ly dây chuyền': Người 1 cụng người 2, người 2 cụng người 3... thật nhanh.","Làm rớt nhịp uống 1 ly",Teamwork
1656,ITEM,"[GIỮ LẠI] Thẻ 'Tặng Quà': Bạn được quyền yêu cầu một người hát tặng cả bàn 1 bài hát (hoặc kể chuyện vui).","Người bị chỉ định thực hiện",Entertainment
1657,SECRET,"[ĐỌC THẦM] Nhìn ai đó đang buồn hoặc ít nói, hãy mời họ uống riêng 1 ly và hỏi thăm họ.","Cả 2 cùng uống",Care
1658,DARE,"Chụp một bức ảnh 'xấu lạ' của cả nhóm (We-fie) và lưu lại làm kỷ niệm (cấm xóa).","Không chụp uống 2 ly",Memory
1659,TRUTH,"Mục tiêu lớn nhất của bạn trong năm nay là gì? Cả nhóm sẽ cùng cổ vũ bạn.","Không chia sẻ uống 1 ly",Deep
1660,PARTNER,"Chọn 1 người. Hai bạn thực hiện nghi thức 'High-five' (đập tay) đặc biệt tự sáng tạo ra ngay lúc đó.","Làm không đều uống 1 ly",Creativity
1661,CURSE,"Lời nguyền 'Gia Đình': Trong 1 vòng tới, xưng hô với nhau là Bố, Mẹ, Con, Cháu... (Phân vai tùy thích).","Xưng hô sai uống 1 ly",Roleplay
1662,MINI-GAME,"Trò chơi 'Đồng Thanh': Chủ xị đếm 1-2-3 và đưa ra 1 câu hỏi (VD: Thích Chó hay Mèo?). Hai người được chỉ định phải trả lời cùng lúc. Khác nhau uống.","Lệch sóng uống 1 ly",Bonding
1663,VOTE,"Ai là người 'hiền lành' và hay nhường nhịn anh em nhất? Chỉ tay cảm ơn.","Người tốt uống 1 ly",Respect
1664,ITEM,"[GIỮ LẠI] Thẻ 'Ước Nguyện': Bạn được quyền đưa ra 1 điều ước cho nhóm (VD: Tháng sau đi Đà Lạt). Mọi người phải hứa suy nghĩ nghiêm túc.","Không uống",Future
1665,DARE,"Đứng lên và nói lời cảm ơn đến người đã rủ bạn đi nhậu hôm nay.","Ngại không nói uống 1 ly",Respect
1666,TRUTH,"Bạn có đang giận hờn ai trong bàn này không? Hãy nói ra để giải quyết ngay (hoặc uống để cho qua).","Nói ra hoặc Uống 2 ly",Peace
1667,PARTNER,"Chọn 1 người. Hai bạn cụng đầu vào nhau nhẹ nhàng và nói 'Cụng đầu bớt sầu'.","Cười uống 1 ly",Fun
1668,GROUP_TRUTH,"Ai đã từng cảm thấy cô đơn và cần một cái ôm từ những người ở đây? Tự giác uống (và mọi người hãy ôm họ).","Uống và Ôm",Healing
1669,DARE,"Tìm một món đồ trên người bạn (vòng tay, bật lửa, kẹo...) và tặng cho người ngồi đối diện làm kỷ niệm.","Không tặng uống 2 ly",Gift
1670,ITEM,"[GIỮ LẠI] Thẻ 'Kết Thúc Có Hậu': Dùng thẻ này để kết thúc buổi nhậu sớm nếu thấy mọi người đã quá say, đảm bảo ai cũng về nhà an toàn.","Safety First",CareID,Category,Content,Penalty,Difficulty
1771,ITEM,"[SỰ KIỆN] Nhảy Cóc (Lẻ): Bắt đầu từ bạn là số 1. Những người ở vị trí Lẻ (1, 3, 5, 7...) theo chiều kim đồng hồ phải uống.","Team số Lẻ uống 1 ly",Position
1772,ITEM,"[SỰ KIỆN] Nhảy Cóc (Chẵn): Bắt đầu từ bạn là số 1. Những người ở vị trí Chẵn (2, 4, 6, 8...) theo chiều kim đồng hồ phải uống.","Team số Chẵn uống 1 ly",Position
1773,ITEM,"[SỰ KIỆN] Tam Giác Quỷ: Bạn chọn ra 2 người khác để tạo thành một hình tam giác đều (hoặc gần đều) với bạn. Cả 3 cùng uống.","Tam giác uống 1 ly",Position
1774,ITEM,"[SỰ KIỆN] Bắn Tỉa Xa: Người ngồi xa bạn nhất (đối diện) và 2 người ngồi cạnh người đó (tổng 3 người) bị dính đạn.","Phe đối diện uống 1 ly",Position
1775,ITEM,"[SỰ KIỆN] Lây Lan Cục Bộ: Bạn uống. Người bên Trái bạn uống. Người bên Trái của người đó uống. (Tổng 3 người liên tiếp).","3 người liên tiếp uống",Position
1776,ITEM,"[SỰ KIỆN] Phong Tỏa Biên Giới: Chỉ có Bạn và Người ngồi đối diện được AN TOÀN. Tất cả những người còn lại (hai bên sườn) phải uống.","Hai bên sườn uống 1 ly",Chaos
1777,ITEM,"[SỰ KIỆN] Cách 2 ô uống 1 ô: Bắt đầu từ bạn (Uống) -> Bỏ 2 người -> Người thứ 4 Uống -> Bỏ 2 người -> Người thứ 7 Uống.","Theo quy luật uống 1 ly",Math
1778,ITEM,"[SỰ KIỆN] Chia Bàn: Kẻ một đường thẳng tưởng tượng chia đôi bàn nhậu. Phe bên nào đông người hơn thì phe đó uống. Nếu bằng nhau thì phe có Bạn uống.","Phe đông dân uống 1 ly",War
1779,ITEM,"[SỰ KIỆN] Vệ Tinh: Bạn là Trái Đất (không uống). Hai người ngồi cạnh bạn là Mặt Trăng (Uống 1 ly). Những người còn lại là Sao Hỏa (Uống 2 ly).","Mọi người uống trừ bạn",Power
1780,GROUP_TRUTH,"Lý do: Ai đang ngồi ghế có dựa lưng? Vì sướng quá hóa rồ. (Ai ngồi ghế đẩu không dựa thì thoát).","Hội ghế dựa uống 1 ly",Position
1781,ITEM,"[SỰ KIỆN] So Le Ngược: Người ngồi vị trí 2, 4, 6... (tính từ bạn) được quyền chỉ định người ngồi vị trí 1, 3, 5... uống hộ mình 1 ly.","Số lẻ uống hộ số chẵn",Chaos
